label,perf_L1_dcache_load_misses,perf_L1_dcache_loads,perf_LLC_load_misses,perf_LLC_loads,perf_branch_instructions,perf_branch_miss_rate,perf_branch_misses,perf_cache_miss_rate,perf_cache_misses,perf_cache_references,perf_context_switches,perf_cpu_migrations,perf_cycles,perf_instructions,perf_ipc,perf_page_faults,t_wall,temp_aux-therm_c,temp_cpu-therm_c,temp_gpu-therm_c,temp_thermal-fan-est_c,temp_ttp-therm_c,ts_unix
normal,9096821.213348389,129308297.72509766,4309315.131362915,29031032.440429688,99920048.2421875,0.014376894547064685,1436539.9967155457,0.07701867700104731,18422679.655273438,239197560.54785156,37.364269722718745,0.6485683380815317,344350833.8203125,587764989.6601562,1.7068783691892,19.118843719363213,0.20009144200594164,38.521,38.308,37.529,38.165,37.365,1766331931.570421
normal,8160604.53616333,112851996.29052734,3915558.681793213,25801072.16809082,87203815.31542969,0.015321258183708412,1336072.169052124,0.0803005817782638,16949809.860351562,211079539.9609375,40.64528221182991,0.5236857181771484,311426819.0361328,512963619.5019531,1.6471401566813593,18.42849396530073,0.3001263750047656,38.521,38.297,37.525,38.165,37.365,1766331931.6707182
normal,8541061.347076416,115976584.97851562,4133675.143875122,26839586.286010742,89618270.21069336,0.009701899974130217,869467.4934387207,0.09086737965557784,19858569.568481445,218544538.68652344,36.16155808302574,0.579494245841488,326848502.39746094,527166295.3574219,1.612876581935096,19.42130500928033,0.4002508680059691,38.519,38.285,37.517,38.148,37.369,1766331931.7708528
normal,9270658.260162354,122815704.36425781,4540396.505065918,28896295.287109375,94903044.28149414,0.015092452428889373,1432319.681175232,0.0866786554746491,20265642.02783203,233801988.7001953,38.661824568058364,0.6163258213618974,322711014.5683594,558253201.65625,1.7298858001575774,21.39995292056119,0.5000766110024415,38.519,38.292,37.534,38.148,37.369,1766331931.8706493
normal,11566282.143249512,134541026.28955078,6052980.170700073,34614237.2878418,103963520.3149414,0.014184596097230892,1474680.5445137024,0.10009068898896302,27116489.94470215,270919205.55859375,34.472550839418545,0.6105730606450379,377361515.1826172,611550119.4980469,1.6205948272231694,20.826054301520344,0.6001028489990858,38.519,38.274,37.529,38.148,37.369,1766331931.9706328
normal,15691271.166748047,161428113.90039062,8789879.857055664,45336297.92260742,124739906.19580078,0.015613184235204094,1947587.1369171143,0.10723909875170669,36899231.70275879,344083754.2675781,48.19763192278333,0.7794288981240243,510723551.67285156,733764154.09375,1.4367149345087753,27.291353316570166,0.7001057380039128,38.51,38.274,37.529,38.148,37.447,1766331932.0706568
normal,38735530.8142395,356642980.5205078,23186050.355773926,108697426.78320312,275587757.6748047,0.017596655781437927,4849422.909381866,0.11953764810440298,95972456.02111816,802863847.0224609,98.54044753208291,1.6796864758525771,1068490668.1621094,1621104456.9121094,1.5171910295674744,54.74634349322878,0.800106123999285,38.51,38.28,37.529,38.148,37.447,1766331932.1706715
normal,20234991.171295166,180604035.84423828,12338799.654190063,56343648.57116699,139557664.06152344,0.0172832800165022,2412014.1864242554,0.1253664135933415,51784682.299194336,413066632.5605469,50.60076604934875,0.8655980974854174,550271192.9453125,820927435.65625,1.4918597342198796,24.725616623996757,0.9001822030040785,38.51,38.302,37.531,38.148,37.447,1766331932.270479
normal,20050272.760986328,179060952.78466797,12221698.493270874,55837428.73376465,138365281.69702148,0.01746436782310178,2416462.1735038757,0.1222223425967904,50039451.53442383,409413291.1484375,48.71494649013039,0.8542124580144446,540738305.8310547,813913421.7480469,1.505189133026469,22.707772600930184,1.0000772530038375,38.512,38.302,37.531,38.163,37.516,1766331932.3705373
normal,22613578.056488037,194099825.0283203,14130133.86442566,62371828.6171875,149986228.4309082,0.019081823151843046,2862010.6861305237,0.14150255702551054,64103863.6763916,453022652.1972656,56.16050475137308,1.0299000653576513,648558449.3476562,882271931.9472656,1.36035839612403,28.843569841294084,1.1000795400032075,38.512,38.31,37.549,38.163,37.516,1766331932.470366
normal,21607745.201263428,185717875.64111328,13490105.095123291,59616924.42260742,143509267.54077148,0.019551525084581196,2805825.044193268,0.12740627927917395,55186306.09094238,433152168.0341797,55.71214473294094,0.8749465143228008,572024865.1542969,844172162.0058594,1.4757613058973478,27.146184835466556,1.2000993809997453,38.512,38.32,37.55,38.163,37.516,1766331932.5705702
normal,18418553.49093628,165927314.8774414,11166847.979919434,51403961.614868164,128216561.49633789,0.019756103458319994,2533059.653991699,0.12956898882857917,48937458.02856445,377694218.89453125,50.41673384886235,0.8148678729394305,546062623.2900391,754215067.625,1.3811878628147776,25.578806531906594,1.3001130890042987,38.521,38.314,37.559,38.17,37.609,1766331932.6706755
normal,18418553.49093628,165927314.8774414,11166847.979919434,51403961.614868164,128216561.49633789,0.019756103458319994,2533059.653991699,0.12956898882857917,48937458.02856445,377694218.89453125,50.41673384886235,0.8148678729394305,546062623.2900391,754215067.625,1.3811878628147776,25.578806531906594,1.4001391280035023,38.521,38.314,37.559,38.17,37.609,1766331932.7704477
normal,16249165.486236572,146709756.77197266,9838100.658599854,45374524.26831055,113366630.23266602,0.01786455746244085,2025244.680114746,0.12709824681539275,42396241.787597656,333570626.26660156,48.59480623342097,0.7240416160748282,482592293.97753906,666862530.78125,1.3818341882025313,30.597229050123133,1.5001217290046043,38.521,38.335,37.57,38.17,37.609,1766331932.8707063
normal,17705533.58480835,157852790.03320312,10803810.776809692,49286998.36230469,121977155.93481445,0.01753773535458374,2139203.080089569,0.12628955648638096,45620463.15930176,361237020.9267578,42.479207867057994,0.7701706030184141,455477505.953125,717512681.96875,1.5752977317009198,27.761003774648998,1.6001072210056009,38.534,38.335,37.57,38.186,37.686,1766331932.970647
normal,14987163.651031494,134091357.39990234,9125049.799499512,41756321.865112305,103616048.89990234,0.01947545468213493,2017969.664691925,0.12333924914379135,37779132.26623535,306302596.5253906,42.06249559135176,0.7266905943179154,418465032.0966797,609506170.0,1.4565283195733862,24.81488778250059,1.7001052430059644,38.534,38.329,37.558,38.186,37.686,1766331933.0705497
normal,13373321.913635254,118495978.15673828,8191615.53578186,37170995.341308594,91565074.03027344,0.020746653833428493,1899668.8941383362,0.129236268961283,35156642.37854004,272033869.9121094,36.50245598971378,0.6175030228114338,367287058.4628906,538618082.53125,1.466477160358946,26.876586398051586,1.8001035390043398,38.534,38.333,37.553,38.186,37.686,1766331933.170634
normal,15751216.703826904,136900019.35546875,9765018.501358032,43575281.287109375,105786378.59277344,0.017583280382866214,1860071.5554847717,0.12568222035597773,39896571.178100586,317440056.87597656,46.59125497820787,0.6724228827915795,418254013.84375,622272815.2519531,1.487786834448455,29.06741469615372,1.900106765999226,38.543,38.318,37.555,38.179,37.725,1766331933.2706828
normal,14248625.438537598,125261795.01660156,8770649.653701782,39527743.89331055,96793205.24023438,0.01636814043982331,1584324.7769927979,0.12401932328003745,35809117.006347656,288738206.75097656,42.07095028064214,0.5938664503719338,372565632.3857422,569371795.5292969,1.52824561912299,27.699993025918957,2.000147515005665,38.543,38.318,37.555,38.179,37.725,1766331933.3704848
normal,12177382.521606445,108173548.81640625,7447307.650375366,33867998.55566406,83588651.3581543,0.016893414999409037,1412097.7766342163,0.1121218748493895,27807532.82446289,248011664.64453125,32.78560318634845,0.5970774762445217,337784453.1513672,491697949.1660156,1.4556559503515014,25.615990214399062,2.100102552001772,38.543,38.311,37.57,38.179,37.725,1766331933.4705968
normal,11726328.763427734,104284135.6015625,7166447.981323242,32622546.298217773,80583195.69189453,0.018251511016977383,1470765.0839538574,0.12625796433316078,30170065.197265625,238955739.20117188,33.59174567030277,0.6104732550447807,316810260.5654297,474018798.1875,1.496222999032579,25.369578537298366,2.200113564002095,38.551,38.311,37.57,38.182,37.764,1766331933.570657
normal,11628190.999145508,102277784.69189453,7155361.0104522705,32262328.19128418,79032833.62548828,0.019405589879940583,1533678.7563858032,0.12397341570733897,29219974.264038086,235695484.36914062,37.2227140822215,0.6194954846305336,333542990.00683594,464899021.3261719,1.3938203927375112,28.180539607652463,2.3001662160022533,38.551,38.309,37.54,38.182,37.764,1766331933.6707194
normal,22751959.62588501,197799821.49609375,14103533.917739868,62946754.71484375,152845316.6105957,0.020451059366596,3125848.6439094543,0.11367709678643682,52130973.96960449,458588189.20703125,75.07759269420058,1.0622610669215646,616704647.5253906,899090097.7089844,1.4578941496820284,55.88971846573986,2.400098505000642,38.551,38.306,37.533,38.182,37.764,1766331933.770601
normal,9997443.937774658,88856422.88232422,6112092.232467651,27808768.063232422,68661781.31811523,0.018393359510214796,1262920.8283958435,0.1247531340477303,25408058.29296875,203666693.32128906,35.368603748152964,0.6164574110807735,291795706.4902344,403892831.2832031,1.3841630370141185,27.69202418497298,2.5001205770022352,38.558,38.306,37.533,38.176,37.807,1766331933.870853
normal,11717383.565826416,106007321.6875,7085506.870529175,32736332.9251709,81914748.57666016,0.0199356053508283,1633020.100036621,0.11773525178284003,28348046.513183594,240777898.5810547,38.33139546448365,0.6288617653954134,326113865.30371094,481851462.2167969,1.477555889161741,24.06399304245133,2.6000933420000365,38.558,38.311,37.529,38.176,37.807,1766331933.9706042
normal,12716393.689056396,115535844.45751953,7669533.016296387,35565121.64855957,89277697.9897461,0.018762504345398626,1675073.1964797974,0.12079175469919158,31629523.528442383,261851676.93945312,37.56836350867525,0.60715111949321,341905208.0332031,525162929.3515625,1.5359898504399583,27.784394289716147,2.7001064400028554,38.558,38.311,37.528,38.176,37.807,1766331934.070812
