label,perf_L1_dcache_load_misses,perf_L1_dcache_loads,perf_LLC_load_misses,perf_LLC_loads,perf_branch_instructions,perf_branch_miss_rate,perf_branch_misses,perf_cache_miss_rate,perf_cache_misses,perf_cache_references,perf_context_switches,perf_cpu_migrations,perf_cycles,perf_instructions,perf_ipc,perf_page_faults,t_wall,temp_aux-therm_c,temp_cpu-therm_c,temp_gpu-therm_c,temp_thermal-fan-est_c,temp_ttp-therm_c,ts_unix
idle,42320034.45800781,361024475.71875,25748562.625839233,101406522.48950195,278973458.51000977,0.016787394187519095,4683237.415863037,0.13752812745895032,105841078.55957031,769595867.515625,241.13768189505208,2.127021660320679,1008002260.0097656,1641020344.1757812,1.627992723111437,84.97044057259336,0.20025306699972134,39.157,38.951,38.095,38.777,38.202,1766331728.2891185
idle,20555027.9654541,173601306.6611328,12589020.318069458,49192412.048583984,134146464.23828125,0.019580635725244665,2626673.0500793457,0.13557351310270976,50462841.70489502,372217555.99609375,117.40586998208892,1.099719748232019,508548823.828125,789096848.4589844,1.5516638943710872,45.10717757313978,0.30032950500026345,39.157,38.951,38.095,38.777,38.202,1766331728.3892012
idle,19652851.44882202,165464496.6616211,12061302.297042847,47015230.19543457,127858929.23828125,0.014289527820814878,1827043.7264900208,0.13632818696553264,48452941.706726074,355413966.7314453,108.94727590540424,1.0464249560282042,502846526.7480469,752111348.4609375,1.4957075538035598,39.92864666262176,0.4002580280066468,39.157,38.976,38.111,38.777,38.202,1766331728.489162
idle,21634148.902374268,181883025.04638672,13289927.385635376,51745872.69885254,140545973.8996582,0.016803478893275773,2361661.305957794,0.13841464773104808,54121224.49859619,391007927.16503906,124.14532206626609,1.0650602701771277,514709086.5253906,826741022.9394531,1.6062297025305574,39.87422536785016,0.5001323930046055,39.168,38.98,38.114,38.796,38.223,1766331728.588928
idle,20035528.413330078,163896508.66845703,12533767.977890015,47763224.24719238,126647302.15283203,0.016925919275744397,2143622.012729645,0.1328469726429247,47561020.545166016,358013582.0859375,112.27130752906669,0.9680089427274652,487341157.2363281,744984130.3105469,1.5286706637610725,38.94706025131745,0.6002624250031658,39.168,38.98,38.114,38.796,38.223,1766331728.6890154
idle,21887740.66732788,181612333.88964844,13563326.80192566,52268418.66882324,140336803.45996094,0.019098942406121797,2680284.526741028,0.13629187244927315,53620465.103149414,393423790.71875,116.18670733994804,1.073102935701172,504562783.1748047,825510608.5878906,1.636090960561184,42.70761075010523,0.7001393690006807,39.168,38.971,38.085,38.796,38.223,1766331728.7890177
idle,20876934.552124023,174761435.6142578,12861414.690948486,49908304.501464844,135042927.52001953,0.01668156189903805,2252726.9544525146,0.13275290839930698,50000154.773010254,376640748.4091797,119.54650870861951,1.0777144093353854,525548536.0058594,794370161.8828125,1.5115067542952036,35.65353093500016,0.8000847540024552,39.156,38.953,38.09,38.775,38.239,1766331728.888693
idle,24878332.071472168,196939588.7319336,15910892.355239868,59078304.65112305,152180591.29296875,0.017038696336327566,2592958.8833236694,0.15325848543034723,67222285.16516113,438620315.0605469,132.4373653761577,1.144073899857176,588726843.4785156,895179948.78125,1.5205353020630827,40.20686074765399,0.9001062390016159,39.156,38.952,38.079,38.775,38.239,1766331728.9887664
idle,22507384.619262695,179995695.28076172,14295764.994171143,53511845.19006348,139087582.71704102,0.021509362542393863,2991685.2418060303,0.1355981101805423,54031126.21539307,398465186.15527344,131.35715064685792,1.1021548218868702,583608742.9472656,818162251.2773438,1.4019019782766897,41.663680974103045,1.0001153470002464,39.156,38.952,38.079,38.775,38.239,1766331729.0887568
idle,17497909.901763916,185029343.55517578,9649586.730163574,50941928.3190918,142977220.02001953,0.015248130305169185,2180135.2815361023,0.0939630900828213,36577616.908325195,389276436.9082031,47.35671448253561,0.8271771294948849,514452907.8808594,841042470.7050781,1.6348288790309504,28.31387295795139,1.1002357050019782,39.151,38.914,38.074,38.757,38.259,1766331729.18888
